city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,month,year,day,is_night,high_risk
Chandigarh,Punjab,30.706365,76.791057,2024-05-30,19:00,19,Thursday,0,rural,6,0,fog,low,23,high,weather,minor,4,2,1,No Festival,5,2024,30,0,0
Delhi,Delhi,28.604843,77.289105,2022-08-06,8:00,8,Saturday,1,rural,6,0,rain,medium,17,high,overspeeding,fatal,1,1,1,No Festival,8,2022,6,0,1
Hyderabad,Telangana,17.325433,78.450518,2023-04-14,5:00,5,Friday,0,urban,2,1,fog,low,24,high,overspeeding,fatal,1,1,0,No Festival,4,2023,14,1,1
Chennai,Tamil Nadu,12.920658,80.162856,2023-06-29,21:00,21,Thursday,0,rural,1,0,rain,low,35,low,drunk driving,fatal,3,3,0,No Festival,6,2023,29,1,1
Bangalore,Karnataka,13.070991,77.648504,2022-07-08,13:00,13,Friday,0,highway,5,1,clear,high,40,low,weather,minor,1,0,0,No Festival,7,2022,8,0,0
Chandigarh,Punjab,30.670534,76.830935,2023-12-22,16:00,16,Friday,0,highway,6,0,rain,medium,30,medium,weather,fatal,2,2,0,No Festival,12,2023,22,0,1
Pune,Maharashtra,18.627338,73.810023,2023-07-28,12:00,12,Friday,0,urban,5,0,rain,low,40,low,overspeeding,fatal,4,4,0,No Festival,7,2023,28,0,1
Pune,Maharashtra,18.504088,73.835148,2023-09-06,2:00,2,Wednesday,0,rural,6,1,rain,low,15,low,drunk driving,major,2,2,0,No Festival,9,2023,6,1,1
Bangalore,Karnataka,13.116821,77.599677,2023-11-27,22:00,22,Monday,0,highway,3,0,fog,low,17,low,distraction,major,1,1,0,No Festival,11,2023,27,1,1
Kolkata,West Bengal,22.429753,88.236658,2022-10-30,23:00,23,Sunday,1,urban,5,0,fog,low,40,medium,distraction,fatal,5,5,0,No Festival,10,2022,30,1,1
Chennai,Tamil Nadu,12.825889,80.154246,2024-02-04,13:00,13,Sunday,1,urban,3,1,clear,high,36,medium,weather,fatal,1,1,0,No Festival,2,2024,4,0,1
Mumbai,Maharashtra,19.181665,72.900078,2024-06-29,7:00,7,Saturday,1,highway,2,0,fog,low,20,medium,distraction,major,2,0,0,No Festival,6,2024,29,0,1
Mumbai,Maharashtra,19.007013,72.950835,2022-09-19,11:00,11,Monday,0,urban,6,0,fog,low,39,medium,drunk driving,major,1,1,0,No Festival,9,2022,19,0,1
Kolkata,West Bengal,22.596097,88.323952,2024-08-03,23:00,23,Saturday,1,highway,2,1,clear,high,34,medium,poor road,minor,3,3,0,No Festival,8,2024,3,1,0
Hyderabad,Telangana,17.297406,78.562752,2023-05-20,4:00,4,Saturday,1,highway,2,1,fog,low,34,medium,drunk driving,major,1,0,0,No Festival,5,2023,20,1,1
Bangalore,Karnataka,12.852528,77.420628,2022-04-12,18:00,18,Tuesday,0,rural,3,0,clear,high,27,medium,distraction,major,1,0,1,No Festival,4,2022,12,0,1
Pune,Maharashtra,18.634692,73.855685,2025-01-13,10:00,10,Monday,0,urban,5,0,fog,low,25,medium,overspeeding,minor,5,3,1,No Festival,1,2025,13,0,0
Chennai,Tamil Nadu,12.866139,80.12884,2024-04-24,15:00,15,Wednesday,0,rural,4,1,rain,low,31,medium,distraction,minor,5,2,0,No Festival,4,2024,24,0,0
Chandigarh,Punjab,30.771623,76.824636,2022-02-09,10:00,10,Wednesday,0,rural,4,0,clear,high,26,high,poor road,minor,1,0,1,No Festival,2,2022,9,0,0
Mumbai,Maharashtra,19.027526,72.885389,2023-11-24,9:00,9,Friday,0,urban,6,1,rain,low,40,high,overspeeding,minor,4,1,1,No Festival,11,2023,24,0,0
Bangalore,Karnataka,12.982079,77.671068,2023-07-22,5:00,5,Saturday,1,rural,6,1,fog,low,37,high,drunk driving,fatal,5,5,0,No Festival,7,2023,22,1,1
Delhi,Delhi,28.877782,76.857867,2024-09-10,21:00,21,Tuesday,0,highway,4,1,fog,low,15,high,poor road,minor,3,3,0,No Festival,9,2024,10,1,0
Pune,Maharashtra,18.632446,73.748306,2023-07-26,2:00,2,Wednesday,0,urban,2,0,rain,low,39,high,distraction,minor,4,3,0,No Festival,7,2023,26,1,0
Mumbai,Maharashtra,19.23363,72.989907,2024-07-07,22:00,22,Sunday,1,rural,3,1,fog,low,23,medium,drunk driving,minor,1,1,0,No Festival,7,2024,7,1,0
Chennai,Tamil Nadu,13.051843,80.101492,2024-04-12,13:00,13,Friday,0,urban,5,0,fog,low,33,low,distraction,minor,5,4,0,No Festival,4,2024,12,0,0
Chandigarh,Punjab,30.71384,76.814607,2023-08-27,12:00,12,Sunday,1,urban,6,0,clear,high,23,medium,weather,fatal,4,4,0,No Festival,8,2023,27,0,1
Pune,Maharashtra,18.423097,73.965614,2023-12-23,5:00,5,Saturday,1,urban,1,1,fog,low,24,high,overspeeding,minor,5,0,0,No Festival,12,2023,23,1,0
Bangalore,Karnataka,12.932998,77.780595,2023-08-17,15:00,15,Thursday,0,urban,5,0,rain,low,28,medium,drunk driving,minor,2,2,0,No Festival,8,2023,17,0,0
Chennai,Tamil Nadu,13.068349,80.230709,2024-12-01,1:00,1,Sunday,1,urban,2,0,clear,high,18,low,drunk driving,minor,3,1,0,No Festival,12,2024,1,1,0
Mumbai,Maharashtra,18.824056,72.755405,2025-03-26,10:00,10,Wednesday,0,rural,2,1,fog,low,27,medium,poor road,minor,5,1,1,No Festival,3,2025,26,0,0
Delhi,Delhi,28.481041,76.948724,2025-02-10,14:00,14,Monday,0,rural,4,1,clear,high,29,low,poor road,major,3,1,0,No Festival,2,2025,10,0,1
Mumbai,Maharashtra,19.265253,72.969321,2023-02-20,10:00,10,Monday,0,highway,4,1,fog,low,36,medium,distraction,minor,5,3,1,No Festival,2,2023,20,0,0
Chennai,Tamil Nadu,12.843655,80.272743,2023-03-27,14:00,14,Monday,0,highway,4,0,clear,high,22,medium,overspeeding,major,1,1,0,No Festival,3,2023,27,0,1
Pune,Maharashtra,18.605031,73.759402,2024-06-10,12:00,12,Monday,0,rural,1,1,fog,low,40,high,distraction,minor,2,2,0,No Festival,6,2024,10,0,0
Chennai,Tamil Nadu,12.833923,80.163219,2023-05-25,11:00,11,Thursday,0,urban,6,0,clear,high,25,high,drunk driving,minor,2,1,0,No Festival,5,2023,25,0,0
Mumbai,Maharashtra,19.271982,72.851081,2023-01-04,6:00,6,Wednesday,0,highway,2,0,clear,high,35,medium,poor road,minor,3,2,0,No Festival,1,2023,4,0,0
Hyderabad,Telangana,17.284848,78.327936,2022-02-16,22:00,22,Wednesday,0,urban,3,1,fog,low,33,medium,overspeeding,minor,3,1,0,No Festival,2,2022,16,1,0
Delhi,Delhi,28.598955,77.097498,2024-12-28,3:00,3,Saturday,1,highway,4,1,clear,high,22,low,drunk driving,minor,3,1,0,No Festival,12,2024,28,1,0
Chandigarh,Punjab,30.695117,76.779402,2024-02-21,11:00,11,Wednesday,0,urban,6,0,clear,high,15,high,distraction,minor,2,1,0,No Festival,2,2024,21,0,0
Chennai,Tamil Nadu,12.931767,80.284451,2022-05-11,7:00,7,Wednesday,0,highway,1,0,clear,high,30,high,weather,fatal,3,3,0,No Festival,5,2022,11,0,1
Delhi,Delhi,28.630751,76.960455,2023-01-31,22:00,22,Tuesday,0,highway,2,1,rain,low,34,low,drunk driving,minor,5,3,0,No Festival,1,2023,31,1,0
Mumbai,Maharashtra,19.098926,72.814281,2022-07-21,15:00,15,Thursday,0,urban,2,0,fog,low,40,low,distraction,major,4,0,0,No Festival,7,2022,21,0,1
Mumbai,Maharashtra,19.08887,72.952682,2023-10-02,9:00,9,Monday,0,rural,6,1,fog,low,26,high,poor road,minor,5,3,1,No Festival,10,2023,2,0,0
Chennai,Tamil Nadu,13.014725,80.28455,2023-11-09,13:00,13,Thursday,0,rural,4,0,clear,high,22,medium,weather,fatal,4,4,0,No Festival,11,2023,9,0,1
Mumbai,Maharashtra,18.818031,72.844912,2024-11-17,21:00,21,Sunday,1,rural,3,0,rain,low,16,high,drunk driving,major,4,4,0,No Festival,11,2024,17,1,1
Chandigarh,Punjab,30.724092,76.847204,2022-03-25,13:00,13,Friday,0,highway,4,0,rain,medium,24,medium,distraction,minor,1,1,0,No Festival,3,2022,25,0,0
Chandigarh,Punjab,30.778707,76.715653,2022-01-21,1:00,1,Friday,0,rural,2,1,clear,high,31,low,distraction,fatal,3,3,0,No Festival,1,2022,21,1,1
Pune,Maharashtra,18.613549,73.889359,2023-06-02,4:00,4,Friday,0,rural,2,0,fog,low,30,low,weather,major,3,0,0,No Festival,6,2023,2,1,1
Chandigarh,Punjab,30.733419,76.769265,2023-11-25,18:00,18,Saturday,1,urban,2,1,fog,low,35,medium,poor road,minor,1,0,1,No Festival,11,2023,25,0,0
Delhi,Delhi,28.820625,77.191442,2023-03-29,12:00,12,Wednesday,0,urban,2,1,fog,low,20,medium,overspeeding,minor,5,0,0,No Festival,3,2023,29,0,0
Chennai,Tamil Nadu,12.918807,80.242905,2022-08-18,3:00,3,Thursday,0,highway,4,1,fog,low,23,low,distraction,major,2,0,0,No Festival,8,2022,18,1,1
Pune,Maharashtra,18.63,73.719595,2024-11-28,10:00,10,Thursday,0,highway,6,1,fog,low,27,high,drunk driving,fatal,2,2,1,No Festival,11,2024,28,0,1
Hyderabad,Telangana,17.234191,78.507337,2024-09-03,6:00,6,Tuesday,0,highway,5,0,clear,high,23,low,overspeeding,fatal,1,1,0,No Festival,9,2024,3,0,1
Pune,Maharashtra,18.686853,73.888856,2023-05-13,2:00,2,Saturday,1,highway,3,0,clear,high,33,low,drunk driving,fatal,4,4,0,No Festival,5,2023,13,1,1
Delhi,Delhi,28.610878,77.145547,2022-06-22,17:00,17,Wednesday,0,rural,3,1,clear,high,40,high,distraction,major,2,2,1,No Festival,6,2022,22,0,1
Bangalore,Karnataka,13.052259,77.604404,2023-07-15,8:00,8,Saturday,1,urban,2,0,rain,low,20,high,distraction,minor,5,3,1,No Festival,7,2023,15,0,0
Hyderabad,Telangana,17.309232,78.286549,2023-01-29,2:00,2,Sunday,1,highway,3,0,rain,medium,17,low,distraction,minor,5,5,0,No Festival,1,2023,29,1,0
Pune,Maharashtra,18.668618,73.758116,2022-07-04,15:00,15,Monday,0,urban,3,1,fog,low,30,high,drunk driving,major,5,4,0,No Festival,7,2022,4,0,1
Chennai,Tamil Nadu,13.121918,80.212704,2023-07-13,2:00,2,Thursday,0,highway,3,1,clear,high,25,low,poor road,minor,1,0,0,No Festival,7,2023,13,1,0
Hyderabad,Telangana,17.301089,78.508806,2023-04-13,7:00,7,Thursday,0,highway,3,1,fog,low,28,high,poor road,major,3,0,0,No Festival,4,2023,13,0,1
Hyderabad,Telangana,17.558994,78.544172,2022-01-21,15:00,15,Friday,0,urban,1,1,rain,low,38,high,overspeeding,minor,1,1,0,No Festival,1,2022,21,0,0
Hyderabad,Telangana,17.224798,78.505469,2022-03-28,12:00,12,Monday,0,highway,2,1,fog,low,32,high,overspeeding,fatal,4,4,0,No Festival,3,2022,28,0,1
Chandigarh,Punjab,30.698246,76.745784,2022-04-18,4:00,4,Monday,0,rural,5,1,rain,low,37,medium,overspeeding,major,3,1,0,No Festival,4,2022,18,1,1
Bangalore,Karnataka,13.074844,77.461935,2023-08-05,5:00,5,Saturday,1,rural,3,1,clear,high,29,low,poor road,fatal,5,5,0,No Festival,8,2023,5,1,1
Mumbai,Maharashtra,19.167274,72.747214,2024-08-13,9:00,9,Tuesday,0,rural,5,1,clear,high,35,high,distraction,minor,2,0,1,No Festival,8,2024,13,0,0
Pune,Maharashtra,18.498445,73.879093,2023-10-09,12:00,12,Monday,0,urban,6,0,rain,low,33,high,overspeeding,minor,2,2,0,No Festival,10,2023,9,0,0
Delhi,Delhi,28.489422,76.998542,2024-05-17,17:00,17,Friday,0,urban,5,1,clear,high,17,high,drunk driving,minor,3,1,1,No Festival,5,2024,17,0,0
Bangalore,Karnataka,13.007432,77.445143,2022-11-29,16:00,16,Tuesday,0,highway,1,0,rain,low,15,high,distraction,minor,1,0,0,No Festival,11,2022,29,0,0
Chennai,Tamil Nadu,12.879266,80.115344,2022-11-03,8:00,8,Thursday,0,rural,1,0,fog,low,18,high,poor road,major,4,4,1,No Festival,11,2022,3,0,1
Pune,Maharashtra,18.44995,73.764096,2024-10-02,18:00,18,Wednesday,0,highway,6,1,fog,low,25,medium,poor road,major,4,1,1,No Festival,10,2024,2,0,1
Bangalore,Karnataka,13.071388,77.494571,2022-10-14,14:00,14,Friday,0,highway,3,1,clear,high,37,medium,overspeeding,minor,3,3,0,No Festival,10,2022,14,0,0
Kolkata,West Bengal,22.470383,88.486453,2022-02-18,17:00,17,Friday,0,urban,2,1,clear,high,30,medium,weather,fatal,4,4,1,No Festival,2,2022,18,0,1
Kolkata,West Bengal,22.572081,88.32382,2022-11-04,22:00,22,Friday,0,urban,3,0,rain,medium,15,high,overspeeding,major,5,0,0,No Festival,11,2022,4,1,1
Kolkata,West Bengal,22.563688,88.400494,2023-09-30,16:00,16,Saturday,1,rural,2,0,clear,high,26,low,poor road,minor,1,0,0,No Festival,9,2023,30,0,0
Kolkata,West Bengal,22.511452,88.417738,2024-03-29,1:00,1,Friday,0,urban,2,1,fog,low,27,low,distraction,major,1,0,0,No Festival,3,2024,29,1,1
Chandigarh,Punjab,30.691794,76.867031,2022-08-18,22:00,22,Thursday,0,highway,2,0,clear,high,35,low,distraction,fatal,3,3,0,No Festival,8,2022,18,1,1
Pune,Maharashtra,18.519527,73.892789,2023-02-05,17:00,17,Sunday,1,highway,3,1,fog,low,27,medium,distraction,fatal,3,3,1,No Festival,2,2023,5,0,1
Pune,Maharashtra,18.667733,73.977398,2024-10-24,10:00,10,Thursday,0,highway,5,1,fog,low,19,medium,weather,minor,1,0,1,No Festival,10,2024,24,0,0
Pune,Maharashtra,18.606796,73.926854,2022-02-24,11:00,11,Thursday,0,rural,4,1,fog,low,32,high,weather,minor,3,0,0,No Festival,2,2022,24,0,0
Mumbai,Maharashtra,18.893902,72.753248,2022-05-01,11:00,11,Sunday,1,highway,1,1,clear,high,40,low,drunk driving,major,4,1,0,No Festival,5,2022,1,0,1
Hyderabad,Telangana,17.206121,78.564667,2024-11-05,20:00,20,Tuesday,0,rural,1,1,fog,low,16,low,drunk driving,major,3,0,0,No Festival,11,2024,5,1,1
Chennai,Tamil Nadu,13.015211,80.128287,2023-02-02,7:00,7,Thursday,0,urban,4,1,clear,high,38,high,weather,major,4,0,0,No Festival,2,2023,2,0,1
Hyderabad,Telangana,17.412336,78.524777,2025-01-24,2:00,2,Friday,0,urban,4,1,rain,medium,39,medium,weather,minor,1,0,0,No Festival,1,2025,24,1,0
Bangalore,Karnataka,13.079247,77.719008,2023-02-09,5:00,5,Thursday,0,urban,1,1,rain,low,18,low,poor road,minor,4,1,0,No Festival,2,2023,9,1,0
Bangalore,Karnataka,13.103222,77.688115,2024-07-17,17:00,17,Wednesday,0,highway,5,1,rain,low,28,high,drunk driving,minor,1,0,1,No Festival,7,2024,17,0,0
Hyderabad,Telangana,17.419103,78.206066,2022-07-02,19:00,19,Saturday,1,highway,4,0,fog,low,15,medium,poor road,major,3,1,1,No Festival,7,2022,2,0,1
Kolkata,West Bengal,22.476052,88.24013,2024-12-03,16:00,16,Tuesday,0,rural,5,0,fog,low,19,low,drunk driving,minor,3,2,0,No Festival,12,2024,3,0,0
Kolkata,West Bengal,22.447633,88.379185,2025-03-13,3:00,3,Thursday,0,highway,5,0,rain,low,18,low,weather,minor,1,1,0,No Festival,3,2025,13,1,0
Delhi,Delhi,28.589267,77.142521,2025-02-24,0:00,0,Monday,0,highway,3,1,fog,low,23,low,distraction,minor,5,2,0,No Festival,2,2025,24,1,0
Chandigarh,Punjab,30.756476,76.854746,2022-07-21,22:00,22,Thursday,0,urban,5,1,rain,medium,17,low,drunk driving,minor,5,5,0,No Festival,7,2022,21,1,0
Chennai,Tamil Nadu,12.973632,80.231892,2023-10-21,15:00,15,Saturday,1,highway,5,1,clear,high,30,high,drunk driving,minor,3,1,0,No Festival,10,2023,21,0,0
Mumbai,Maharashtra,18.956225,72.75495,2022-04-16,4:00,4,Saturday,1,highway,6,1,rain,low,37,low,poor road,minor,1,1,0,No Festival,4,2022,16,1,0
Chandigarh,Punjab,30.609917,76.718381,2022-06-18,5:00,5,Saturday,1,urban,2,1,fog,low,22,medium,distraction,major,4,4,0,No Festival,6,2022,18,1,1
Pune,Maharashtra,18.583468,73.854857,2022-06-09,9:00,9,Thursday,0,urban,2,1,rain,low,27,medium,weather,major,1,1,1,No Festival,6,2022,9,0,1
Kolkata,West Bengal,22.621323,88.449223,2024-08-23,11:00,11,Friday,0,rural,3,1,rain,low,33,medium,drunk driving,minor,2,2,0,No Festival,8,2024,23,0,0
Pune,Maharashtra,18.640516,73.984371,2023-11-22,20:00,20,Wednesday,0,urban,1,0,clear,high,19,high,overspeeding,fatal,1,1,0,No Festival,11,2023,22,1,1
Mumbai,Maharashtra,19.255376,72.7535,2023-07-13,15:00,15,Thursday,0,rural,3,0,rain,low,40,low,overspeeding,minor,5,0,0,No Festival,7,2023,13,0,0
Chennai,Tamil Nadu,13.150243,80.104897,2025-01-26,14:00,14,Sunday,1,highway,3,1,rain,medium,31,medium,overspeeding,major,4,0,0,No Festival,1,2025,26,0,1
Hyderabad,Telangana,17.336597,78.330509,2024-11-13,9:00,9,Wednesday,0,highway,3,0,rain,low,36,medium,distraction,major,2,2,1,No Festival,11,2024,13,0,1
Hyderabad,Telangana,17.425006,78.265137,2024-01-17,9:00,9,Wednesday,0,urban,5,0,rain,low,22,medium,weather,major,3,3,1,No Festival,1,2024,17,0,1
Mumbai,Maharashtra,18.869886,72.752567,2025-03-11,11:00,11,Tuesday,0,rural,3,1,rain,medium,22,medium,drunk driving,minor,2,2,0,No Festival,3,2025,11,0,0
Chennai,Tamil Nadu,13.11053,80.222482,2024-05-20,0:00,0,Monday,0,urban,5,0,fog,low,27,low,weather,minor,3,0,0,No Festival,5,2024,20,1,0
Pune,Maharashtra,18.515232,73.754427,2023-02-09,22:00,22,Thursday,0,rural,5,1,fog,low,26,medium,overspeeding,major,5,3,0,No Festival,2,2023,9,1,1
Bangalore,Karnataka,13.045214,77.583985,2024-05-10,10:00,10,Friday,0,urban,4,1,fog,low,23,medium,drunk driving,major,3,3,1,No Festival,5,2024,10,0,1
Pune,Maharashtra,18.571369,73.946525,2022-10-31,21:00,21,Monday,0,rural,1,1,fog,low,30,high,overspeeding,fatal,3,3,0,No Festival,10,2022,31,1,1
Chandigarh,Punjab,30.69575,76.897694,2022-01-22,11:00,11,Saturday,1,highway,6,1,fog,low,17,high,overspeeding,major,2,2,0,No Festival,1,2022,22,0,1
Kolkata,West Bengal,22.42281,88.431171,2023-04-11,7:00,7,Tuesday,0,rural,2,0,rain,low,20,high,poor road,minor,5,1,0,No Festival,4,2023,11,0,0
Pune,Maharashtra,18.478061,73.856696,2022-01-21,19:00,19,Friday,0,urban,6,1,clear,high,30,high,drunk driving,fatal,4,4,1,No Festival,1,2022,21,0,1
Hyderabad,Telangana,17.490818,78.303185,2024-12-04,20:00,20,Wednesday,0,rural,1,0,fog,low,39,high,weather,minor,1,1,0,No Festival,12,2024,4,1,0
Kolkata,West Bengal,22.516741,88.496765,2023-12-06,3:00,3,Wednesday,0,highway,5,1,rain,medium,39,low,weather,minor,5,5,0,No Festival,12,2023,6,1,0
Chandigarh,Punjab,30.713746,76.879503,2023-11-22,22:00,22,Wednesday,0,rural,2,1,clear,high,28,high,distraction,major,4,0,0,No Festival,11,2023,22,1,1
Chandigarh,Punjab,30.743387,76.812884,2025-04-01,18:00,18,Tuesday,0,urban,3,0,fog,low,40,high,poor road,fatal,4,4,1,No Festival,4,2025,1,0,1
Chandigarh,Punjab,30.788452,76.771593,2023-01-22,19:00,19,Sunday,1,urban,4,0,rain,low,24,high,overspeeding,minor,4,1,1,No Festival,1,2023,22,0,0
Chennai,Tamil Nadu,12.866592,80.202012,2025-02-16,6:00,6,Sunday,1,urban,4,1,rain,low,35,medium,overspeeding,major,3,2,0,No Festival,2,2025,16,0,1
Kolkata,West Bengal,22.425828,88.210733,2024-09-12,3:00,3,Thursday,0,urban,5,1,rain,low,33,high,weather,fatal,3,3,0,No Festival,9,2024,12,1,1
Pune,Maharashtra,18.616315,73.757868,2022-12-19,18:00,18,Monday,0,rural,4,0,clear,high,19,high,overspeeding,fatal,1,1,1,No Festival,12,2022,19,0,1
Delhi,Delhi,28.666662,77.267124,2024-02-05,8:00,8,Monday,0,rural,1,0,clear,high,23,high,poor road,minor,1,0,1,No Festival,2,2024,5,0,0
Pune,Maharashtra,18.405763,73.986812,2022-10-20,22:00,22,Thursday,0,urban,1,0,fog,low,19,low,overspeeding,minor,5,0,0,No Festival,10,2022,20,1,0
Chennai,Tamil Nadu,12.891836,80.196124,2024-10-25,17:00,17,Friday,0,highway,4,1,fog,low,30,high,poor road,major,3,0,1,No Festival,10,2024,25,0,1
Hyderabad,Telangana,17.577653,78.221437,2022-09-05,23:00,23,Monday,0,urban,3,0,fog,low,25,low,overspeeding,major,5,1,0,No Festival,9,2022,5,1,1
Pune,Maharashtra,18.666304,73.722612,2024-03-23,2:00,2,Saturday,1,highway,6,1,rain,medium,39,low,drunk driving,minor,5,3,0,No Festival,3,2024,23,1,0
Pune,Maharashtra,18.432427,73.972314,2024-04-19,10:00,10,Friday,0,highway,2,0,rain,low,37,high,poor road,minor,2,0,1,No Festival,4,2024,19,0,0
Pune,Maharashtra,18.585034,73.805685,2024-05-27,18:00,18,Monday,0,rural,6,1,rain,medium,33,high,distraction,fatal,4,4,1,No Festival,5,2024,27,0,1
Chandigarh,Punjab,30.725961,76.885957,2022-10-05,0:00,0,Wednesday,0,rural,4,0,rain,low,22,low,overspeeding,major,2,0,0,No Festival,10,2022,5,1,1
Pune,Maharashtra,18.61267,73.784792,2023-04-21,6:00,6,Friday,0,highway,3,1,rain,medium,33,low,poor road,minor,2,0,0,No Festival,4,2023,21,0,0
Hyderabad,Telangana,17.261837,78.571437,2024-12-01,10:00,10,Sunday,1,highway,4,1,fog,low,32,high,distraction,major,1,1,1,No Festival,12,2024,1,0,1
Delhi,Delhi,28.507597,76.931654,2023-05-18,13:00,13,Thursday,0,rural,2,1,rain,low,30,low,distraction,fatal,4,4,0,No Festival,5,2023,18,0,1
Chandigarh,Punjab,30.632076,76.854779,2022-01-22,9:00,9,Saturday,1,rural,2,1,fog,low,28,low,distraction,minor,2,0,1,No Festival,1,2022,22,0,0
Chennai,Tamil Nadu,12.884653,80.143177,2022-01-29,0:00,0,Saturday,1,highway,5,0,rain,medium,40,medium,drunk driving,minor,1,0,0,No Festival,1,2022,29,1,0
Pune,Maharashtra,18.556092,73.784519,2025-04-07,15:00,15,Monday,0,highway,6,1,clear,high,16,high,overspeeding,fatal,3,3,0,No Festival,4,2025,7,0,1
Mumbai,Maharashtra,18.978772,72.723506,2024-04-21,0:00,0,Sunday,1,rural,2,0,rain,low,27,low,drunk driving,fatal,3,3,0,No Festival,4,2024,21,1,1
Delhi,Delhi,28.711419,77.068541,2023-04-08,5:00,5,Saturday,1,urban,3,1,rain,low,26,low,poor road,major,5,5,0,No Festival,4,2023,8,1,1
Hyderabad,Telangana,17.527406,78.305513,2024-01-22,22:00,22,Monday,0,rural,4,0,rain,medium,28,high,overspeeding,minor,1,1,0,No Festival,1,2024,22,1,0
Delhi,Delhi,28.431796,77.238949,2022-07-21,22:00,22,Thursday,0,rural,4,0,clear,high,21,medium,overspeeding,minor,2,0,0,No Festival,7,2022,21,1,0
Kolkata,West Bengal,22.526309,88.423134,2022-05-30,7:00,7,Monday,0,urban,4,0,fog,low,40,medium,distraction,major,3,0,0,No Festival,5,2022,30,0,1
Chandigarh,Punjab,30.661865,76.741027,2023-12-31,17:00,17,Sunday,1,rural,5,1,rain,low,22,high,overspeeding,minor,1,0,1,No Festival,12,2023,31,0,0
Mumbai,Maharashtra,19.181631,72.742699,2024-05-11,3:00,3,Saturday,1,highway,1,1,fog,low,31,low,distraction,minor,1,0,0,No Festival,5,2024,11,1,0
Hyderabad,Telangana,17.580821,78.360592,2023-03-31,14:00,14,Friday,0,rural,6,0,clear,high,22,high,overspeeding,minor,4,2,0,No Festival,3,2023,31,0,0
Chennai,Tamil Nadu,12.921164,80.228145,2023-05-01,18:00,18,Monday,0,urban,1,1,fog,low,28,medium,drunk driving,fatal,4,4,1,No Festival,5,2023,1,0,1
Delhi,Delhi,28.723704,76.851069,2022-06-08,5:00,5,Wednesday,0,highway,6,0,rain,medium,34,low,overspeeding,major,2,1,0,No Festival,6,2022,8,1,1
Chandigarh,Punjab,30.799837,76.863644,2022-02-02,8:00,8,Wednesday,0,urban,3,1,clear,high,31,low,overspeeding,minor,4,0,1,No Festival,2,2022,2,0,0
Chennai,Tamil Nadu,12.91112,80.204511,2023-08-08,19:00,19,Tuesday,0,rural,3,0,fog,low,24,medium,weather,minor,3,3,1,No Festival,8,2023,8,0,0
Kolkata,West Bengal,22.693085,88.294425,2022-05-14,17:00,17,Saturday,1,highway,1,0,clear,high,20,medium,overspeeding,major,1,1,1,No Festival,5,2022,14,0,1
Chandigarh,Punjab,30.736657,76.896045,2025-02-22,15:00,15,Saturday,1,rural,3,0,rain,low,20,high,poor road,minor,5,0,0,No Festival,2,2025,22,0,0
Mumbai,Maharashtra,18.932385,72.919104,2025-01-21,21:00,21,Tuesday,0,urban,2,1,clear,high,29,high,drunk driving,minor,2,0,0,No Festival,1,2025,21,1,0
Chandigarh,Punjab,30.621953,76.812475,2025-02-16,11:00,11,Sunday,1,highway,1,0,fog,low,17,high,drunk driving,minor,1,0,0,No Festival,2,2025,16,0,0
Kolkata,West Bengal,22.550468,88.357951,2024-12-22,9:00,9,Sunday,1,rural,3,0,clear,high,33,high,distraction,fatal,5,5,1,No Festival,12,2024,22,0,1
Bangalore,Karnataka,13.162507,77.735497,2024-09-17,5:00,5,Tuesday,0,highway,4,0,fog,low,23,medium,weather,minor,5,4,0,No Festival,9,2024,17,1,0
Mumbai,Maharashtra,19.124062,72.945039,2024-11-05,19:00,19,Tuesday,0,highway,1,1,clear,high,39,high,distraction,fatal,5,5,1,No Festival,11,2024,5,0,1
Hyderabad,Telangana,17.412791,78.252782,2023-02-23,22:00,22,Thursday,0,rural,5,1,rain,medium,27,high,drunk driving,minor,3,2,0,No Festival,2,2023,23,1,0
Pune,Maharashtra,18.633462,73.984999,2024-04-20,1:00,1,Saturday,1,urban,6,1,clear,high,30,high,overspeeding,minor,3,2,0,No Festival,4,2024,20,1,0
Mumbai,Maharashtra,19.075139,72.805137,2024-04-19,9:00,9,Friday,0,highway,5,0,clear,high,32,high,poor road,minor,1,0,1,No Festival,4,2024,19,0,0
Delhi,Delhi,28.822867,76.826112,2023-11-28,21:00,21,Tuesday,0,highway,1,1,rain,medium,17,high,weather,minor,1,0,0,No Festival,11,2023,28,1,0
Hyderabad,Telangana,17.588942,78.218281,2022-09-07,0:00,0,Wednesday,0,highway,2,0,clear,high,32,high,drunk driving,major,4,2,0,No Festival,9,2022,7,1,1
Chandigarh,Punjab,30.681381,76.868266,2024-01-29,19:00,19,Monday,0,rural,6,0,clear,high,26,high,weather,major,4,4,1,No Festival,1,2024,29,0,1
Mumbai,Maharashtra,18.843654,72.978735,2022-04-29,1:00,1,Friday,0,highway,5,1,rain,low,22,low,overspeeding,minor,4,2,0,No Festival,4,2022,29,1,0
Mumbai,Maharashtra,18.865736,72.724429,2023-01-31,15:00,15,Tuesday,0,urban,3,0,rain,medium,39,low,overspeeding,major,4,1,0,No Festival,1,2023,31,0,1
